ID,NOMBRE_DE,CLAVE_DE_L,NOMBRE_DEL,CLAVE_DEL,NOMBRE_D_1,CLAVE_DE_1,NOMBRE_TIP,TOTAL_DE_C,TOTAL_DE_1,NOMBRE_D_6,ESTATUS_DE,LONGITUD,LATITUD,TIPO_CERTI
12.00000000000,CIUDAD DE MEXICO,"09",CUAUHTÉMOC,"015",CUAUHTEMOC,"0001",DE HOSPITALIZACIÓN,0.00000000000,0.00000000000,LABORATORIO Y BANCO DE SANGRE TRINIDAD S.A. DE C.V.,EN OPERACION,"-99.16489939","19.4075523",NO ESPECIFICADO
13.00000000000,CIUDAD DE MEXICO,"09",CUAUHTÉMOC,"015",CUAUHTEMOC,"0001",DE HOSPITALIZACIÓN,0.00000000000,0.00000000000,"-HOSPITAL SANTA FE, S.A DE C.V.",FUERA DE OPERACION,"-99.1444","19.4431",NO ESPECIFICADO
14.00000000000,CIUDAD DE MEXICO,"09",VENUSTIANO CARRANZA,"017",VENUSTIANO CARRANZA,"0001",DE HOSPITALIZACIÓN,6.00000000000,20.00000000000,CENTRO DE ATENCIÓN MÉDICA INTEGRAL SA DE CV,EN OPERACION,"-99.10492899","19.4241588",NO ESPECIFICADO
15.00000000000,CIUDAD DE MEXICO,"09",VENUSTIANO CARRANZA,"017",VENUSTIANO CARRANZA,"0001",DE HOSPITALIZACIÓN,2.00000000000,4.00000000000,SANATORIO MATERNIDAD GARCÍA FIGUEROA,EN OPERACION,"-99.112919","19.413837",NO ESPECIFICADO
16.00000000000,CIUDAD DE MEXICO,"09",IZTACALCO,"006",IZTACALCO,"0001",DE HOSPITALIZACIÓN,2.00000000000,2.00000000000,SERVICIOS MÉDICOS,EN OPERACION,"-99.098477","19.3896057",NO ESPECIFICADO
17.00000000000,CIUDAD DE MEXICO,"09",VENUSTIANO CARRANZA,"017",VENUSTIANO CARRANZA,"0001",DE HOSPITALIZACIÓN,2.00000000000,0.00000000000,CLÍNICA PEDIÁTRICA Y OBSTÉTRICA SAN FRANCISCO S.C.,EN OPERACION,"-99.1211554","19.4121624",NO ESPECIFICADO
18.00000000000,CIUDAD DE MEXICO,"09",IZTACALCO,"006",IZTACALCO,"0001",DE HOSPITALIZACIÓN,3.00000000000,11.00000000000,SANATORIO DE ORIENTE,EN OPERACION,"-99.07114933","19.3877842",NO ESPECIFICADO
19.00000000000,CIUDAD DE MEXICO,"09",IZTACALCO,"006",IZTACALCO,"0001",DE HOSPITALIZACIÓN,5.00000000000,12.00000000000,MEDICA CUALI SC,EN OPERACION,"-99.060596","19.3867918",NO ESPECIFICADO
20.00000000000,CIUDAD DE MEXICO,"09",TLALPAN,"012",TLALPAN,"0001",DE HOSPITALIZACIÓN,3.00000000000,6.00000000000,HOSPITAL SANTISIMA TRINIDAD,EN OPERACION,"-99.1868677","19.27255943",NO ESPECIFICADO
21.00000000000,CIUDAD DE MEXICO,"09",LA MAGDALENA CONTRERAS,"008",LA MAGDALENA CONTRERAS,"0001",DE HOSPITALIZACIÓN,0.00000000000,0.00000000000,HOSPITAL ANGELES PEDREGAL,EN OPERACION,"-99.22148107","19.31112682",NO ESPECIFICADO
22.00000000000,CIUDAD DE MEXICO,"09",BENITO JUÁREZ,"014",BENITO JUAREZ,"0001",DE HOSPITALIZACIÓN,4.00000000000,5.00000000000,CLÍNICA MEDICA PRIVADA,EN OPERACION,"-99.1574885","19.3968122",NO ESPECIFICADO
23.00000000000,CIUDAD DE MEXICO,"09",BENITO JUÁREZ,"014",BENITO JUAREZ,"0001",DE HOSPITALIZACIÓN,8.00000000000,30.00000000000,HOSPITAL SANTA COLETA S.A. DE C.V.,EN OPERACION,"-99.18645","19.367837",NO ESPECIFICADO
24.00000000000,CIUDAD DE MEXICO,"09",TLALPAN,"012",TLALPAN,"0001",DE HOSPITALIZACIÓN,4.00000000000,2.00000000000,-CENTRO DE ATENCION A LA MUJER Y ESPECIALIDADES CAME,FUERA DE OPERACION,"-99.17416511580086","19.272864038170827",NO ESPECIFICADO
25.00000000000,CIUDAD DE MEXICO,"09",BENITO JUÁREZ,"014",BENITO JUAREZ,"0001",DE HOSPITALIZACIÓN,4.00000000000,9.00000000000,HOSPITAL DE ESPECIALIDADES ETIOPIA,EN OPERACION,"-99.156357","19.3931218",NO ESPECIFICADO
26.00000000000,CIUDAD DE MEXICO,"09",XOCHIMILCO,"013",XOCHIMILCO,"0001",DE HOSPITALIZACIÓN,2.00000000000,2.00000000000,CLÍNICA MÉDICA SAN CRISTOBAL SA DE CV,EN OPERACION,"-99.0991953","19.261297",NO ESPECIFICADO
27.00000000000,CIUDAD DE MEXICO,"09",CUAUHTÉMOC,"015",CUAUHTEMOC,"0001",DE HOSPITALIZACIÓN,0.00000000000,25.00000000000,SANATORIOS UNIDOS S.A. HOSPITAL TEHUANTEPEC,EN OPERACION,"-99.16270632","19.40493715",NO ESPECIFICADO
28.00000000000,CIUDAD DE MEXICO,"09",MIGUEL HIDALGO,"016",MIGUEL HIDALGO,"0001",DE HOSPITALIZACIÓN,12.00000000000,10.00000000000,SANATORIO SAN MIGUEL,EN OPERACION,"-99.1853660205652","19.39624552297216",NO ESPECIFICADO
29.00000000000,CIUDAD DE MEXICO,"09",BENITO JUÁREZ,"014",BENITO JUAREZ,"0001",DE HOSPITALIZACIÓN,4.00000000000,5.00000000000,SANATORIO DE JESÚS NUMERO SIETE A. C.,EN OPERACION,"-99.13271334959063","19.39343145654862",NO ESPECIFICADO
30.00000000000,CIUDAD DE MEXICO,"09",MIGUEL HIDALGO,"016",MIGUEL HIDALGO,"0001",DE HOSPITALIZACIÓN,11.00000000000,14.00000000000,SANATORIO ADVENSTISTA,EN OPERACION,"-99.17739849","19.40171273",NO ESPECIFICADO
31.00000000000,CIUDAD DE MEXICO,"09",XOCHIMILCO,"013",XOCHIMILCO,"0001",DE HOSPITALIZACIÓN,2.00000000000,4.00000000000,SANATORIO CALTONGO,EN OPERACION,"-99.0952262","19.2610184",NO ESPECIFICADO
32.00000000000,CIUDAD DE MEXICO,"09",XOCHIMILCO,"013",XOCHIMILCO,"0001",DE HOSPITALIZACIÓN,8.00000000000,10.00000000000,SANATORIO MÉDICO SANTA MARÍA TEPEPAN,EN OPERACION,"-99.13918642793533","19.268452636951274",NO ESPECIFICADO
33.00000000000,CIUDAD DE MEXICO,"09",MIGUEL HIDALGO,"016",MIGUEL HIDALGO,"0001",DE HOSPITALIZACIÓN,4.00000000000,25.00000000000,MEDICINA Y CIRUGÍA GABEL S.C.,EN OPERACION,"-99.1813707","19.4582352",NO ESPECIFICADO
34.00000000000,CIUDAD DE MEXICO,"09",BENITO JUÁREZ,"014",BENITO JUAREZ,"0001",DE HOSPITALIZACIÓN,4.00000000000,11.00000000000,SANATORIO MOISES LIRA,EN OPERACION,"-99.1800598","19.3801947",NO ESPECIFICADO
35.00000000000,CIUDAD DE MEXICO,"09",TLALPAN,"012",TLALPAN,"0001",DE HOSPITALIZACIÓN,1.00000000000,2.00000000000,CLÍNICA DE ESPECIALIDADES AJUSCO,EN OPERACION,"-99.20216915203127","19.221797043075682",NO ESPECIFICADO
36.00000000000,CIUDAD DE MEXICO,"09",GUSTAVO A. MADERO,"005",GUSTAVO A. MADERO,"0001",DE HOSPITALIZACIÓN,1.00000000000,4.00000000000,CLÍNICA DIVINA PROVIDENCIA,EN OPERACION,"-99.06521573","19.48248928",NO ESPECIFICADO
37.00000000000,CIUDAD DE MEXICO,"09",IZTACALCO,"006",IZTACALCO,"0001",DE HOSPITALIZACIÓN,2.00000000000,5.00000000000,CLÍNICA DEL CARMEN,EN OPERACION,"-99.0760794142534","19.393952053549416",NO ESPECIFICADO
38.00000000000,CIUDAD DE MEXICO,"09",IZTACALCO,"006",IZTACALCO,"0001",DE HOSPITALIZACIÓN,2.00000000000,6.00000000000,SERVICIOS MÉDICOS PROFECIONALES SAN JUDAS TADEO,EN OPERACION,"-99.08580242193239","19.394052236975387",NO ESPECIFICADO
39.00000000000,CIUDAD DE MEXICO,"09",MIGUEL HIDALGO,"016",MIGUEL HIDALGO,"0001",DE HOSPITALIZACIÓN,1.00000000000,4.00000000000,CLÍNICA BIG,EN OPERACION,"-99.19196827805536","19.44265896395305",NO ESPECIFICADO
40.00000000000,CIUDAD DE MEXICO,"09",GUSTAVO A. MADERO,"005",GUSTAVO A. MADERO,"0001",DE HOSPITALIZACIÓN,2.00000000000,3.00000000000,CLÍNICA SANTA MARÍA,EN OPERACION,"-99.1125","19.4822",NO ESPECIFICADO
41.00000000000,CIUDAD DE MEXICO,"09",GUSTAVO A. MADERO,"005",GUSTAVO A. MADERO,"0001",DE HOSPITALIZACIÓN,4.00000000000,29.00000000000,HOSPITAL SANTIAGO APOSTOL,EN OPERACION,"-99.14223893","19.52663734",NO ESPECIFICADO
42.00000000000,CIUDAD DE MEXICO,"09",CUAUHTÉMOC,"015",CUAUHTEMOC,"0001",DE HOSPITALIZACIÓN,7.00000000000,24.00000000000,SANATORIO SANTA TERESA ZACATECAS S.A. DE C.V.,EN OPERACION,"-99.15974358","19.41571231",NO ESPECIFICADO
43.00000000000,CIUDAD DE MEXICO,"09",GUSTAVO A. MADERO,"005",GUSTAVO A. MADERO,"0001",DE HOSPITALIZACIÓN,2.00000000000,4.00000000000,CLÍNICA SANATORIO LUZ,EN OPERACION,"-99.1441185","19.546749",NO ESPECIFICADO
44.00000000000,CIUDAD DE MEXICO,"09",GUSTAVO A. MADERO,"005",GUSTAVO A. MADERO,"0001",DE HOSPITALIZACIÓN,14.00000000000,5.00000000000,CENTRO DE SERVICIOS MÉDICOS MEXFAM,EN OPERACION,"-99.12177889144914","19.48468934666114",NO ESPECIFICADO
45.00000000000,CIUDAD DE MEXICO,"09",GUSTAVO A. MADERO,"005",GUSTAVO A. MADERO,"0001",DE HOSPITALIZACIÓN,2.00000000000,5.00000000000,CLÍNICA DE ESPECIALIDADES DR. CORONA,EN OPERACION,"-99.0885292","19.4758122",NO ESPECIFICADO
46.00000000000,CIUDAD DE MEXICO,"09",GUSTAVO A. MADERO,"005",GUSTAVO A. MADERO,"0001",DE HOSPITALIZACIÓN,3.00000000000,5.00000000000,CLÍNICA SANTA ROSA,EN OPERACION,"-99.12499217793084","19.495354359724814",NO ESPECIFICADO
47.00000000000,CIUDAD DE MEXICO,"09",BENITO JUÁREZ,"014",BENITO JUAREZ,"0001",DE HOSPITALIZACIÓN,8.00000000000,11.00000000000,COMITÉ DE SALUBRIDAD DE MIXCOAC  Y HOSPITAL SAN AGUSTIN,EN OPERACION,"-99.1818702","19.3743054",NO ESPECIFICADO
48.00000000000,CIUDAD DE MEXICO,"09",XOCHIMILCO,"013",XOCHIMILCO,"0001",DE HOSPITALIZACIÓN,2.00000000000,3.00000000000,SANATORIO SANTIAGO,EN OPERACION,"-99.12606415344271","19.24980492006273",NO ESPECIFICADO
49.00000000000,CIUDAD DE MEXICO,"09",GUSTAVO A. MADERO,"005",GUSTAVO A. MADERO,"0001",DE HOSPITALIZACIÓN,1.00000000000,1.00000000000,CLÍNICA DR. NAVARRO,EN OPERACION,"-99.1103749","19.4896461",NO ESPECIFICADO
50.00000000000,CIUDAD DE MEXICO,"09",GUSTAVO A. MADERO,"005",GUSTAVO A. MADERO,"0001",DE HOSPITALIZACIÓN,2.00000000000,7.00000000000,CLÍNICA MEDICA QUIRURGICA ARAGON,EN OPERACION,"-99.0935437","19.4550013",NO ESPECIFICADO
51.00000000000,CIUDAD DE MEXICO,"09",GUSTAVO A. MADERO,"005",GUSTAVO A. MADERO,"0001",DE HOSPITALIZACIÓN,2.00000000000,3.00000000000,SANATORIO SAN LORENZO,EN OPERACION,"-99.1173507","19.4602724",NO ESPECIFICADO
52.00000000000,CIUDAD DE MEXICO,"09",GUSTAVO A. MADERO,"005",GUSTAVO A. MADERO,"0001",DE HOSPITALIZACIÓN,12.00000000000,47.00000000000,CLÍNICA GUADALUPE TEPEYAC S.A. DE C.V.,EN OPERACION,"-99.12116268","19.49296941",NO ESPECIFICADO
53.00000000000,CIUDAD DE MEXICO,"09",GUSTAVO A. MADERO,"005",GUSTAVO A. MADERO,"0001",DE HOSPITALIZACIÓN,2.00000000000,6.00000000000,CLÍNICA MEDICA FATIMA,EN OPERACION,"-99.0909665","19.4943914",NO ESPECIFICADO
54.00000000000,CIUDAD DE MEXICO,"09",CUAUHTÉMOC,"015",CUAUHTEMOC,"0001",DE HOSPITALIZACIÓN,5.00000000000,8.00000000000,HOSPITAL HIGINIO G. PEREZ,EN OPERACION,"-99.1321145","19.4492983",NO ESPECIFICADO
55.00000000000,CIUDAD DE MEXICO,"09",GUSTAVO A. MADERO,"005",GUSTAVO A. MADERO,"0001",DE HOSPITALIZACIÓN,3.00000000000,10.00000000000,SANATORIO DR. JESÚS OROZCO COSSIO S.A. DE C.V.,EN OPERACION,"-99.1203471","19.4796224",NO ESPECIFICADO
56.00000000000,CIUDAD DE MEXICO,"09",GUSTAVO A. MADERO,"005",GUSTAVO A. MADERO,"0001",DE HOSPITALIZACIÓN,5.00000000000,5.00000000000,CLÍNICA MEDICA DR. ORTEGA S.A. DE C.V.,EN OPERACION,"-99.0837301","19.4768903",NO ESPECIFICADO
57.00000000000,CIUDAD DE MEXICO,"09",IZTACALCO,"006",IZTACALCO,"0001",DE HOSPITALIZACIÓN,6.00000000000,15.00000000000,CLÍNICA MÉDICA MARDAN SA DE CV,EN OPERACION,"-99.1138364","19.3935559",NO ESPECIFICADO
58.00000000000,CIUDAD DE MEXICO,"09",MIGUEL HIDALGO,"016",MIGUEL HIDALGO,"0001",DE HOSPITALIZACIÓN,2.00000000000,10.00000000000,SANATORIO SAN MARTIN DE PORRES,EN OPERACION,"-99.1867983","19.4460348",NO ESPECIFICADO
59.00000000000,CIUDAD DE MEXICO,"09",GUSTAVO A. MADERO,"005",GUSTAVO A. MADERO,"0001",DE HOSPITALIZACIÓN,2.00000000000,3.00000000000,SANATORIIO DE JESÚS,EN OPERACION,"-99.0758629","19.4851494",NO ESPECIFICADO
60.00000000000,CIUDAD DE MEXICO,"09",GUSTAVO A. MADERO,"005",GUSTAVO A. MADERO,"0001",DE HOSPITALIZACIÓN,2.00000000000,4.00000000000,SANATORIO SAN JUDAS TADEO,EN OPERACION,"-99.13503302729623","19.47766596699956",NO ESPECIFICADO
61.00000000000,CIUDAD DE MEXICO,"09",GUSTAVO A. MADERO,"005",GUSTAVO A. MADERO,"0001",DE HOSPITALIZACIÓN,2.00000000000,3.00000000000,UNIDAD MÉDICA LOZADA,EN OPERACION,"-99.12056856","19.48479917",NO ESPECIFICADO
62.00000000000,CIUDAD DE MEXICO,"09",CUAUHTÉMOC,"015",CUAUHTEMOC,"0001",DE HOSPITALIZACIÓN,16.00000000000,17.00000000000,HOSPITAL MARÍA JOSÉ,EN OPERACION,"-99.17062683","19.41799497",NO ESPECIFICADO
63.00000000000,CIUDAD DE MEXICO,"09",GUSTAVO A. MADERO,"005",GUSTAVO A. MADERO,"0001",DE HOSPITALIZACIÓN,1.00000000000,3.00000000000,SANATORIO MATERNIDAD DELFINA RUIZ DE AGUIRRE,EN OPERACION,"-99.0828473","19.47687",NO ESPECIFICADO
64.00000000000,CIUDAD DE MEXICO,"09",CUAUHTÉMOC,"015",CUAUHTEMOC,"0001",DE HOSPITALIZACIÓN,209.00000000000,158.00000000000,OPERADORAS HOSPITALES ANGELES S.A. DE C.V. SUCURSAL HOSPITAL METROPOLITANO,EN OPERACION,"-99.1667287","19.4067715",NO ESPECIFICADO
65.00000000000,CIUDAD DE MEXICO,"09",GUSTAVO A. MADERO,"005",GUSTAVO A. MADERO,"0001",DE HOSPITALIZACIÓN,1.00000000000,2.00000000000,URGENCIAS MÉDICO QUIRURGICAS,EN OPERACION,"-99.10693","19.456881",NO ESPECIFICADO
66.00000000000,CIUDAD DE MEXICO,"09",CUAUHTÉMOC,"015",CUAUHTEMOC,"0001",DE HOSPITALIZACIÓN,4.00000000000,60.00000000000,HOSPITAL SAN ANGEL INN CHAPULTEPEC,EN OPERACION,"-99.1729932278394","19.421834943094",NO ESPECIFICADO
67.00000000000,CIUDAD DE MEXICO,"09",BENITO JUÁREZ,"014",BENITO JUAREZ,"0001",DE HOSPITALIZACIÓN,2.00000000000,4.00000000000,CLÍNICA DE SERVICIOS MÉDICOS ESPECIALIZADOS S.A. DE C.V.,EN OPERACION,"-99.1609008","19.3970124",NO ESPECIFICADO
68.00000000000,CIUDAD DE MEXICO,"09",BENITO JUÁREZ,"014",BENITO JUAREZ,"0001",DE HOSPITALIZACIÓN,3.00000000000,5.00000000000,SANATORIO ROUGIER A.C.,EN OPERACION,"-99.1583","19.4017",NO ESPECIFICADO
69.00000000000,CIUDAD DE MEXICO,"09",GUSTAVO A. MADERO,"005",GUSTAVO A. MADERO,"0001",DE HOSPITALIZACIÓN,2.00000000000,4.00000000000,CLÍNICA DR. AGUILAR,EN OPERACION,"-99.0962006","19.4877622",NO ESPECIFICADO
70.00000000000,CIUDAD DE MEXICO,"09",GUSTAVO A. MADERO,"005",GUSTAVO A. MADERO,"0001",DE HOSPITALIZACIÓN,1.00000000000,3.00000000000,MARÍA CRISTINA URIBE,EN OPERACION,"-99.065588","19.4808631",NO ESPECIFICADO
71.00000000000,CIUDAD DE MEXICO,"09",GUSTAVO A. MADERO,"005",GUSTAVO A. MADERO,"0001",DE HOSPITALIZACIÓN,5.00000000000,5.00000000000,SANATORIO SAN FELIPE,EN OPERACION,"-99.0880661","19.4474068",NO ESPECIFICADO
72.00000000000,CIUDAD DE MEXICO,"09",GUSTAVO A. MADERO,"005",GUSTAVO A. MADERO,"0001",DE HOSPITALIZACIÓN,2.00000000000,4.00000000000,CLÍNICA SAN JOSÉ,EN OPERACION,"-99.0721765","19.4910201",NO ESPECIFICADO
73.00000000000,CIUDAD DE MEXICO,"09",GUSTAVO A. MADERO,"005",GUSTAVO A. MADERO,"0001",DE HOSPITALIZACIÓN,4.00000000000,12.00000000000,SANATORIO DR. AVILA,EN OPERACION,"-99.0975488","19.4515143",NO ESPECIFICADO
74.00000000000,CIUDAD DE MEXICO,"09",IZTACALCO,"006",IZTACALCO,"0001",DE HOSPITALIZACIÓN,10.00000000000,10.00000000000,CENTRO MÉDICO DE ORIENTE,EN OPERACION,"-99.12156297362344","19.360093681755615",NO ESPECIFICADO
75.00000000000,CIUDAD DE MEXICO,"09",GUSTAVO A. MADERO,"005",GUSTAVO A. MADERO,"0001",DE HOSPITALIZACIÓN,1.00000000000,3.00000000000,SANATORIO CORAZÓN DE JESÚS,EN OPERACION,"-99.1069472","19.4569974",NO ESPECIFICADO
76.00000000000,CIUDAD DE MEXICO,"09",GUSTAVO A. MADERO,"005",GUSTAVO A. MADERO,"0001",DE HOSPITALIZACIÓN,1.00000000000,10.00000000000,SANATORIO Y MATERNIDAD ELIHER S.A. DE C.V.,EN OPERACION,"-99.1094629","19.4713641",NO ESPECIFICADO
77.00000000000,CIUDAD DE MEXICO,"09",CUAUHTÉMOC,"015",CUAUHTEMOC,"0001",DE HOSPITALIZACIÓN,30.00000000000,48.00000000000,CLÍNICA MEDICA LONDRES,EN OPERACION,"-99.159266","19.427571",NO ESPECIFICADO
78.00000000000,CIUDAD DE MEXICO,"09",CUAUHTÉMOC,"015",CUAUHTEMOC,"0001",DE HOSPITALIZACIÓN,9.00000000000,17.00000000000,HOSPITAL JESÚS MÉDICO,EN OPERACION,"-99.13786","19.4426869",NO ESPECIFICADO
79.00000000000,CIUDAD DE MEXICO,"09",GUSTAVO A. MADERO,"005",GUSTAVO A. MADERO,"0001",DE HOSPITALIZACIÓN,1.00000000000,1.00000000000,CLÍNICA DE ESPECIALIDADES MÉDICAS,EN OPERACION,"-99.1598501","19.5180275",NO ESPECIFICADO
80.00000000000,CIUDAD DE MEXICO,"09",GUSTAVO A. MADERO,"005",GUSTAVO A. MADERO,"0001",DE HOSPITALIZACIÓN,8.00000000000,9.00000000000,HOSPITAL MEDICA INTEGRAL S.A. DE C.V.,EN OPERACION,"-99.1318636","19.4924731",NO ESPECIFICADO
81.00000000000,CIUDAD DE MEXICO,"09",CUAUHTÉMOC,"015",CUAUHTEMOC,"0001",DE HOSPITALIZACIÓN,30.00000000000,48.00000000000,CLASE MEDICA S.A. DE C.V.,EN OPERACION,"-99.17276121675968","19.39998675210589",NO ESPECIFICADO
82.00000000000,CIUDAD DE MEXICO,"09",LA MAGDALENA CONTRERAS,"008",LA MAGDALENA CONTRERAS,"0001",DE HOSPITALIZACIÓN,4.00000000000,20.00000000000,SANATORIO MARÍA DE LOURDES,EN OPERACION,"-99.23422648108499","19.30052210476827",NO ESPECIFICADO
83.00000000000,CIUDAD DE MEXICO,"09",MIGUEL HIDALGO,"016",MIGUEL HIDALGO,"0001",DE HOSPITALIZACIÓN,58.00000000000,120.00000000000,OPERADORA DE HOSPITALES ANGELES S.A. DE C.V. SUCURSAL MEXICO,EN OPERACION,"-99.17276121675968","19.39998675210589",NO ESPECIFICADO
84.00000000000,CIUDAD DE MEXICO,"09",GUSTAVO A. MADERO,"005",GUSTAVO A. MADERO,"0001",DE HOSPITALIZACIÓN,4.00000000000,13.00000000000,-CLÍNICA MEDICA LLIDAV,FUERA DE OPERACION,"-99.1125","19.4822",NO ESPECIFICADO
85.00000000000,CIUDAD DE MEXICO,"09",BENITO JUÁREZ,"014",BENITO JUAREZ,"0001",DE HOSPITALIZACIÓN,14.00000000000,13.00000000000,SANATORIO SAN FRANCISCO A.C.,EN OPERACION,"-99.18712294","19.37141499",NO ESPECIFICADO
86.00000000000,CIUDAD DE MEXICO,"09",MIGUEL HIDALGO,"016",MIGUEL HIDALGO,"0001",DE HOSPITALIZACIÓN,5.00000000000,2.00000000000,CLÍNICA GRECIA S.A. DE C.V.,EN OPERACION,"-99.19404316","19.44673806",NO ESPECIFICADO
87.00000000000,CIUDAD DE MEXICO,"09",GUSTAVO A. MADERO,"005",GUSTAVO A. MADERO,"0001",DE HOSPITALIZACIÓN,2.00000000000,4.00000000000,SANATORIO SANTA BARBARA,EN OPERACION,"-99.07536862886445","19.494726815195598",NO ESPECIFICADO
88.00000000000,CIUDAD DE MEXICO,"09",XOCHIMILCO,"013",XOCHIMILCO,"0001",DE HOSPITALIZACIÓN,2.00000000000,4.00000000000,CLÍNICA MEDICA VIOLETA,EN OPERACION,"-99.10253940618531","19.256186384110606",NO ESPECIFICADO
89.00000000000,CIUDAD DE MEXICO,"09",MIGUEL HIDALGO,"016",MIGUEL HIDALGO,"0001",DE HOSPITALIZACIÓN,3.00000000000,5.00000000000,SANATORIO CEDILLO,EN OPERACION,"-99.18909026776191","19.454637588547026",NO ESPECIFICADO
90.00000000000,CIUDAD DE MEXICO,"09",GUSTAVO A. MADERO,"005",GUSTAVO A. MADERO,"0001",DE HOSPITALIZACIÓN,4.00000000000,8.00000000000,CLÍNICA CHIAPAS S.A. DE C.V.,EN OPERACION,"-99.09653223","19.47292757",NO ESPECIFICADO
91.00000000000,CIUDAD DE MEXICO,"09",XOCHIMILCO,"013",XOCHIMILCO,"0001",DE HOSPITALIZACIÓN,1.00000000000,6.00000000000,URGENCIA MÉDICO QUIRÚRGICAS RIVADENEYRA SA,EN OPERACION,"-99.0868504","19.4419809",NO ESPECIFICADO
92.00000000000,CIUDAD DE MEXICO,"09",XOCHIMILCO,"013",XOCHIMILCO,"0001",DE HOSPITALIZACIÓN,7.00000000000,9.00000000000,CENTRO DE NACIMIENTO NUEVA VIDA,EN OPERACION,"-99.1070521","19.264931",NO ESPECIFICADO
93.00000000000,CIUDAD DE MEXICO,"09",XOCHIMILCO,"013",XOCHIMILCO,"0001",DE HOSPITALIZACIÓN,7.00000000000,0.00000000000,HOSPITAL GENERAL CENTRO DE NACIMIENTO NUEVA VIDA S.A. DE C.V.,EN OPERACION,"-99.1071784","19.2648791",NO ESPECIFICADO
